method,seed,scenario,episode,success,steps,failure_step,recovery_step,post_failure_chain_recovered,t_recovery_steps,action_hash
w_o_task_support,2,dropout030_delay2_relay_failure_early,3,1,45,24,45,1,17.0,919ad04f0344e249
w_o_task_support,2,dropout030_delay2_relay_failure_early,0,1,125,24,125,1,97.0,67ddb282f5f10ef7
w_o_task_support,2,dropout030_delay2_relay_failure_early,1,1,125,24,125,1,97.0,370c43d48165f819
w_o_task_support,2,dropout030_delay2_relay_failure_early,5,1,45,24,45,1,17.0,eafba556230f886a
w_o_task_support,2,dropout030_delay2_relay_failure_early,6,1,47,24,47,1,19.0,5375656983283b5c
w_o_task_support,2,dropout030_delay2_relay_failure_early,7,1,47,24,47,1,19.0,b517e14953fec480
w_o_task_support,2,dropout030_delay2_relay_failure_early,4,0,260,24,-1,0,235.0,dd2ac03c32a0e192
w_o_task_support,2,dropout030_delay2_relay_failure_early,8,1,46,24,46,1,18.0,e449f767229abc22
w_o_task_support,2,dropout030_delay2_relay_failure_early,9,1,46,24,46,1,18.0,ab8b1f3d4aef9407
w_o_task_support,2,dropout030_delay2_relay_failure_early,10,1,48,24,48,1,20.0,d583d48a50d71453
w_o_task_support,2,dropout030_delay2_relay_failure_early,11,1,48,24,48,1,20.0,33017ee07f35de99
w_o_task_support,2,dropout030_delay2_relay_failure_early,15,1,46,24,46,1,18.0,2c408f1de36c8dab
w_o_task_support,2,dropout030_delay2_relay_failure_early,14,1,48,24,48,1,20.0,c78541cbbed6a641
w_o_task_support,2,dropout030_delay2_relay_failure_early,12,1,49,24,49,1,21.0,c7f9ca13d4421a08
w_o_task_support,2,dropout030_delay2_relay_failure_early,13,1,49,24,49,1,21.0,45c22997df869f97
w_o_task_support,2,dropout030_delay2_relay_failure_early,19,1,46,24,46,1,18.0,6ac34f022f72ca41
w_o_task_support,2,dropout030_delay2_relay_failure_early,17,1,48,24,48,1,20.0,e2c069555f8a2569
w_o_task_support,2,dropout030_delay2_relay_failure_early,18,1,48,24,48,1,20.0,5598b0d91629262b
w_o_task_support,2,dropout030_delay2_relay_failure_early,16,1,49,24,49,1,21.0,d8e31e100692269c
w_o_task_support,2,dropout030_delay2_relay_failure_early,20,1,46,24,46,1,18.0,59beaf5e5091dfaa
w_o_task_support,2,dropout030_delay2_relay_failure_early,23,1,46,24,46,1,18.0,54912a3f5c8f8a52
w_o_task_support,2,dropout030_delay2_relay_failure_early,21,1,48,24,48,1,20.0,72c819e12bcb94a3
w_o_task_support,2,dropout030_delay2_relay_failure_early,22,1,48,24,48,1,20.0,80b3884435e73d07
w_o_task_support,2,dropout030_delay2_relay_failure_early,24,1,49,24,49,1,21.0,8f7bca16bacf12d3
w_o_task_support,2,dropout030_delay2_relay_failure_early,27,1,123,24,123,1,95.0,bc2f25b8528fbca0
w_o_task_support,2,dropout030_delay2_relay_failure_early,25,0,260,24,-1,0,235.0,cafb91a7c001d019
w_o_task_support,2,dropout030_delay2_relay_failure_early,26,0,260,24,-1,0,235.0,5dedb5fe39178e65
w_o_task_support,2,dropout030_delay2_relay_failure_early,29,1,47,24,47,1,19.0,7eeddbe4d27201c9
w_o_task_support,2,dropout030_delay2_relay_failure_early,30,1,47,24,47,1,19.0,845d1c15dc46d6b6
w_o_task_support,2,dropout030_delay2_relay_failure_early,31,1,47,24,47,1,19.0,0b8363e7e55a2351
w_o_task_support,2,dropout030_delay2_relay_failure_early,28,0,260,24,-1,0,235.0,0f7038737faeed04
w_o_task_support,2,dropout030_delay2_relay_failure_early,35,1,44,24,44,1,16.0,5f79511b5b7516b1
w_o_task_support,2,dropout030_delay2_relay_failure_early,33,1,45,24,45,1,17.0,5a97f20500591570
w_o_task_support,2,dropout030_delay2_relay_failure_early,32,1,55,24,55,1,27.0,47aaaa31d1f85f84
w_o_task_support,2,dropout030_delay2_relay_failure_early,34,0,260,24,-1,0,235.0,fffcacab3f07dbfd
w_o_task_support,2,dropout030_delay2_relay_failure_early,38,1,46,24,46,1,18.0,f303675f7b652339
w_o_task_support,2,dropout030_delay2_relay_failure_early,37,1,48,24,48,1,20.0,899b2a97d1da3e9e
w_o_task_support,2,dropout030_delay2_relay_failure_early,36,1,52,24,52,1,24.0,ed71c953d157dd41
w_o_task_support,2,dropout030_delay2_relay_failure_early,39,0,260,24,-1,0,235.0,683c536dfec61ad1
w_o_task_support,2,dropout030_delay2_relay_failure_early,43,1,45,24,45,1,17.0,25a3e5bb4bca4424
w_o_task_support,2,dropout030_delay2_relay_failure_early,41,1,46,24,46,1,18.0,9bfb75e2e62173ab
w_o_task_support,2,dropout030_delay2_relay_failure_early,40,1,47,24,47,1,19.0,d9507c1265b381f7
w_o_task_support,2,dropout030_delay2_relay_failure_early,42,0,260,24,-1,0,235.0,dcf8592afe0e7a94
w_o_task_support,2,dropout030_delay2_relay_failure_early,46,1,44,24,44,1,16.0,03178c43e2ff7d94
w_o_task_support,2,dropout030_delay2_relay_failure_early,44,1,47,24,47,1,19.0,a102c3b12960741e
w_o_task_support,2,dropout030_delay2_relay_failure_early,45,1,48,24,48,1,20.0,112d9578662e2586
w_o_task_support,2,dropout030_delay2_relay_failure_early,47,0,260,24,-1,0,235.0,e857a0f01f04fa9e
w_o_task_support,2,dropout030_delay2_relay_failure_early,50,1,46,24,46,1,18.0,e92705eb50a86c41
w_o_task_support,2,dropout030_delay2_relay_failure_early,51,1,47,24,47,1,19.0,1ccf86a0d2153645
w_o_task_support,2,dropout030_delay2_relay_failure_early,49,0,61,24,-1,0,36.0,c558769945f0d871
w_o_task_support,2,dropout030_delay2_relay_failure_early,48,0,260,24,-1,0,235.0,da726a4164ba4572
w_o_task_support,2,dropout030_delay2_relay_failure_early,54,1,45,24,45,1,17.0,810f91c653ab4abe
w_o_task_support,2,dropout030_delay2_relay_failure_early,55,1,47,24,47,1,19.0,f61146ec4230bad2
w_o_task_support,2,dropout030_delay2_relay_failure_early,52,1,48,24,48,1,20.0,33529d4e78c09e5f
w_o_task_support,2,dropout030_delay2_relay_failure_early,53,0,260,24,-1,0,235.0,c121c212cad3c724
w_o_task_support,2,dropout030_delay2_relay_failure_early,58,1,46,24,46,1,18.0,e88e42d47503664b
w_o_task_support,2,dropout030_delay2_relay_failure_early,56,1,47,24,47,1,19.0,0e19d22b219f378f
w_o_task_support,2,dropout030_delay2_relay_failure_early,57,1,47,24,47,1,19.0,db225054e42a10b8
w_o_task_support,2,dropout030_delay2_relay_failure_early,59,1,49,24,49,1,21.0,9c1378b62f394c63
w_o_task_support,2,dropout030_delay2_relay_failure_early,60,1,46,24,46,1,18.0,d76878bc880d87ae
w_o_task_support,2,dropout030_delay2_relay_failure_early,61,1,48,24,48,1,20.0,053e0f92bff9270e
w_o_task_support,2,dropout030_delay2_relay_failure_early,62,1,48,24,48,1,20.0,1d0ad6303a80b721
w_o_task_support,2,dropout030_delay2_relay_failure_early,63,1,48,24,48,1,20.0,51b8249af002fa63
w_o_task_support,2,dropout030_delay2_relay_failure_early,65,1,46,24,46,1,18.0,c5cb23a42e6250a9
w_o_task_support,2,dropout030_delay2_relay_failure_early,66,1,52,24,52,1,24.0,eff9bf12f690ffd8
w_o_task_support,2,dropout030_delay2_relay_failure_early,64,1,130,24,130,1,102.0,4df7a8aa5cfaab49
w_o_task_support,2,dropout030_delay2_relay_failure_early,67,0,260,24,-1,0,235.0,cedf788e1cc80cfa
w_o_task_support,2,dropout030_delay2_relay_failure_early,69,1,49,24,49,1,21.0,390a6b51018fdda4
w_o_task_support,2,dropout030_delay2_relay_failure_early,70,1,50,24,50,1,22.0,b03dc3a4e22f4efd
w_o_task_support,2,dropout030_delay2_relay_failure_early,71,1,50,24,50,1,22.0,e2d0471463129259
w_o_task_support,2,dropout030_delay2_relay_failure_early,68,0,260,24,-1,0,235.0,97ac064bbef2bb7c
w_o_task_support,2,dropout030_delay2_relay_failure_early,74,1,46,24,46,1,18.0,e3f1a5a8f770aa67
w_o_task_support,2,dropout030_delay2_relay_failure_early,72,1,48,24,48,1,20.0,8466bf9ae3ac2cf3
w_o_task_support,2,dropout030_delay2_relay_failure_early,73,1,48,24,48,1,20.0,b199df6e97a97461
w_o_task_support,2,dropout030_delay2_relay_failure_early,75,1,51,24,51,1,23.0,9fad29f2c72383a3
w_o_task_support,2,dropout030_delay2_relay_failure_early,78,1,47,24,47,1,19.0,7cf937a75a867a6f
w_o_task_support,2,dropout030_delay2_relay_failure_early,79,1,48,24,48,1,20.0,63f51eb895f847a4
w_o_task_support,2,dropout030_delay2_relay_failure_early,76,1,50,24,50,1,22.0,97066ae02dc28ee5
w_o_task_support,2,dropout030_delay2_relay_failure_early,77,0,260,24,-1,0,235.0,14b30d5de2ceb6a0
w_o_task_support,2,dropout030_delay2_relay_failure_early,80,1,44,24,44,1,16.0,4134aef3c50fdd1d
w_o_task_support,2,dropout030_delay2_relay_failure_early,83,1,45,24,45,1,17.0,aaf5cad03ba04671
w_o_task_support,2,dropout030_delay2_relay_failure_early,82,1,46,24,46,1,18.0,d69ee0534cd88b4b
w_o_task_support,2,dropout030_delay2_relay_failure_early,81,0,260,24,-1,0,235.0,482f02310e18c135
w_o_task_support,2,dropout030_delay2_relay_failure_early,87,1,45,24,45,1,17.0,5875c7c1de8f1f8b
w_o_task_support,2,dropout030_delay2_relay_failure_early,86,1,48,24,48,1,20.0,b0105b1f2f9bd899
w_o_task_support,2,dropout030_delay2_relay_failure_early,85,1,50,24,50,1,22.0,49d04e58484ea883
w_o_task_support,2,dropout030_delay2_relay_failure_early,84,0,260,24,-1,0,235.0,361f662334e2ecc9
w_o_task_support,2,dropout030_delay2_relay_failure_early,89,1,46,24,46,1,18.0,d7fce5a53e36578d
w_o_task_support,2,dropout030_delay2_relay_failure_early,88,1,47,24,47,1,19.0,23f16328025b424b
w_o_task_support,2,dropout030_delay2_relay_failure_early,91,1,47,24,47,1,19.0,658bd909b05d87c7
w_o_task_support,2,dropout030_delay2_relay_failure_early,90,1,51,24,51,1,23.0,4d2e24f47da9f18e
w_o_task_support,2,dropout030_delay2_relay_failure_early,93,1,46,24,46,1,18.0,598d730751ef0843
w_o_task_support,2,dropout030_delay2_relay_failure_early,95,1,47,24,47,1,19.0,2daaac3eb1c3376a
w_o_task_support,2,dropout030_delay2_relay_failure_early,92,0,260,24,-1,0,235.0,57a1942293eb3148
w_o_task_support,2,dropout030_delay2_relay_failure_early,94,0,260,24,-1,0,235.0,c371095a83dab146
w_o_task_support,2,dropout030_delay2_relay_failure_early,98,1,46,24,46,1,18.0,542c08860c4b7283
w_o_task_support,2,dropout030_delay2_relay_failure_early,99,1,50,24,50,1,22.0,fba33193a19d1c1c
w_o_task_support,2,dropout030_delay2_relay_failure_early,96,0,260,24,-1,0,235.0,0e4b5db0151863b7
w_o_task_support,2,dropout030_delay2_relay_failure_early,97,0,260,24,-1,0,235.0,57206e19d86c08aa
